Number of People,Number of Items,Optimal P-Envy,Wall Clock Time
1,1,0.0,0.0066492557525634766
1,1,0.0,0.005196809768676758
1,1,0.0,0.005140781402587891
1,1,0.0,0.005093812942504883
1,1,0.0,0.005213022232055664
1,1,0.0,0.005122184753417969
1,1,0.0,0.005373954772949219
1,1,0.0,0.004773855209350586
1,1,0.0,0.0048100948333740234
1,1,0.0,0.004524946212768555
1,1,0.0,0.0046007633209228516
1,1,0.0,0.004684925079345703
1,1,0.0,0.005324125289916992
1,1,0.0,0.005300045013427734
1,1,0.0,0.004588127136230469
1,1,0.0,0.004415988922119141
1,1,0.0,0.006119966506958008
1,1,0.0,0.004877805709838867
1,1,0.0,0.004641056060791016
1,1,0.0,0.004930973052978516
1,1,0.0,0.004564046859741211
1,1,0.0,0.00443577766418457
1,1,0.0,0.004817962646484375
1,1,0.0,0.00445103645324707
1,1,0.0,0.0045850276947021484
1,1,0.0,0.004467010498046875
1,1,0.0,0.0047419071197509766
1,1,0.0,0.004572153091430664
1,1,0.0,0.004579067230224609
1,1,0.0,0.004564046859741211
2,1,0.0,0.007857799530029297
2,1,0.0,0.007899999618530273
2,1,0.0,0.008444070816040039
2,1,0.0,0.007530927658081055
2,1,0.0,0.00813913345336914
2,1,0.0,0.007693052291870117
2,1,0.0,0.007740974426269531
2,1,0.0,0.007534027099609375
2,1,0.0,0.007693767547607422
2,1,0.0,0.00748896598815918
2,1,0.0,0.007904052734375
2,1,0.0,0.007553815841674805
2,1,0.0,0.007702827453613281
2,1,0.0,0.00761103630065918
2,1,0.0,0.0074999332427978516
2,1,0.0,0.0074617862701416016
2,1,0.0,0.007566213607788086
2,1,0.0,0.007550954818725586
2,1,0.0,0.0074121952056884766
2,1,0.0,0.007317066192626953
2,1,0.0,0.007619142532348633
2,1,0.0,0.0075151920318603516
2,1,0.0,0.008558988571166992
2,1,0.0,0.007726907730102539
2,1,0.0,0.008157014846801758
2,1,0.0,0.008017778396606445
2,1,0.0,0.007977008819580078
2,1,0.0,0.007706165313720703
