,Number of People,Number of Items,Optimal P-Envy,Wall Clock Time
1196,20.0,2.0,0.8249265946725021,0.026640892028808594
1197,20.0,2.0,0.9202169973421908,0.0244901180267334
1198,20.0,2.0,0.9054727182816771,0.026530742645263672
1199,20.0,2.0,0.9116244714850612,0.028349876403808594
1200,1.0,3.0,0.0,0.005526065826416016
1201,1.0,3.0,0.0,0.005532264709472656
1202,1.0,3.0,0.0,0.00547480583190918
1203,1.0,3.0,0.0,0.005558013916015625
1204,1.0,3.0,0.0,0.005727052688598633
1205,1.0,3.0,0.0,0.005359172821044922
1206,1.0,3.0,0.0,0.005499839782714844
1207,1.0,3.0,0.0,0.005328178405761719
1208,1.0,3.0,0.0,0.0054168701171875
1209,1.0,3.0,0.0,0.005674839019775391
1210,1.0,3.0,0.0,0.005983829498291016
1211,1.0,3.0,0.0,0.005939006805419922
1212,1.0,3.0,0.0,0.006052255630493164
1213,1.0,3.0,0.0,0.005652904510498047
1214,1.0,3.0,0.0,0.005237102508544922
1215,1.0,3.0,0.0,0.004822969436645508
1216,1.0,3.0,0.0,0.00583195686340332
1217,1.0,3.0,0.0,0.005159854888916016
1218,1.0,3.0,0.0,0.004774332046508789
1219,1.0,3.0,0.0,0.005582094192504883
1220,1.0,3.0,0.0,0.005343198776245117
1221,1.0,3.0,0.0,0.005763053894042969
1222,1.0,3.0,0.0,0.0047647953033447266
1223,1.0,3.0,0.0,0.004935741424560547
1224,1.0,3.0,0.0,0.005986928939819336
1225,1.0,3.0,0.0,0.0053060054779052734
1226,1.0,3.0,0.0,0.0048067569732666016
1227,1.0,3.0,0.0,0.005769968032836914
1228,1.0,3.0,0.0,0.005712985992431641
1229,1.0,3.0,0.0,0.005782127380371094
1230,2.0,3.0,0.0,0.010421991348266602
1231,2.0,3.0,0.0,0.006379127502441406
1232,2.0,3.0,0.0,0.011691808700561523
1233,2.0,3.0,0.16999297115851195,0.01277017593383789
1234,2.0,3.0,0.0,0.009437322616577148
1235,2.0,3.0,0.03005052872044567,0.009350299835205078
1236,2.0,3.0,0.0,0.0064258575439453125
1237,2.0,3.0,0.0,0.010658025741577148
1238,2.0,3.0,0.0,0.006027936935424805
1239,2.0,3.0,0.0,0.0062961578369140625
1240,2.0,3.0,0.0,0.006649017333984375
1241,2.0,3.0,0.03527688144831864,0.015164852142333984
1242,2.0,3.0,0.0,0.01074981689453125
1243,2.0,3.0,0.0,0.006102800369262695
1244,2.0,3.0,0.0,0.006356000900268555
1245,2.0,3.0,0.0,0.010096311569213867
1246,2.0,3.0,0.0,0.009448766708374023
1247,2.0,3.0,0.1999713876504613,0.021334171295166016
1248,2.0,3.0,0.0,0.007639646530151367
1249,2.0,3.0,0.0,0.00665593147277832
1250,2.0,3.0,0.40968746813707857,0.008375167846679688
1251,2.0,3.0,0.029267621595406135,0.01560211181640625
1252,2.0,3.0,0.0,0.007450103759765625
1253,2.0,3.0,0.0,0.006768226623535156
1254,2.0,3.0,0.0,0.01464390754699707
1255,2.0,3.0,0.0,0.009549140930175781
1256,2.0,3.0,0.0,0.01282811164855957
1257,2.0,3.0,0.0,0.008192062377929688
1258,2.0,3.0,0.12089935510116417,0.04424905776977539
1259,2.0,3.0,0.0,0.010088205337524414
1260,3.0,3.0,0.30012240580642,0.011794090270996094
1261,3.0,3.0,0.0,0.012676239013671875
1262,3.0,3.0,0.0,0.01153111457824707
1263,3.0,3.0,0.1552360579419933,0.015597820281982422
1264,3.0,3.0,0.3010510826814509,0.015946149826049805
1265,3.0,3.0,0.28238005711092384,0.01738905906677246
1266,3.0,3.0,0.01683268903413465,0.013589143753051758
1267,3.0,3.0,0.22292493771577826,0.015079736709594727
1268,3.0,3.0,0.0047780911859856,0.014220952987670898
1269,3.0,3.0,0.00033892764732490477,0.010890960693359375
1270,3.0,3.0,0.0,0.011157989501953125
1271,3.0,3.0,0.21336283348340487,0.014657020568847656
1272,3.0,3.0,0.0011322035574777845,0.00999593734741211
1273,3.0,3.0,0.048185780982369864,0.012507915496826172
1274,3.0,3.0,0.0,0.009502410888671875
1275,3.0,3.0,0.0,0.011716842651367188
1276,3.0,3.0,0.0,0.010161876678466797
1277,3.0,3.0,0.3476289662916481,0.012748956680297852
1278,3.0,3.0,0.31334331406369903,0.014029979705810547
1279,3.0,3.0,0.0,0.011066198348999023
1280,3.0,3.0,0.0,0.009975910186767578
1281,3.0,3.0,0.0,0.01085805892944336
1282,3.0,3.0,0.12219146250758595,0.013202190399169922
1283,3.0,3.0,0.0,0.010396003723144531
1284,3.0,3.0,0.0,0.01094818115234375
1285,3.0,3.0,0.0,0.011037349700927734
1286,3.0,3.0,0.11114437098433866,0.009711980819702148
1287,3.0,3.0,0.09404521079585004,0.012956857681274414
1288,3.0,3.0,0.0,0.009725093841552734
1289,3.0,3.0,0.08921821777008015,0.014252662658691406
1290,4.0,3.0,0.44213842089329913,0.015641212463378906
1291,4.0,3.0,0.3707442832055456,0.014250993728637695
1292,4.0,3.0,0.43852938298959554,0.016446828842163086
1293,4.0,3.0,0.44816643820357677,0.017019033432006836
1294,4.0,3.0,0.47691810777534327,0.016427993774414062
1295,4.0,3.0,0.47394584671567364,0.01576685905456543
1296,4.0,3.0,0.40875532739981424,0.017367839813232422
1297,4.0,3.0,0.3567052857308212,0.048390865325927734
1298,4.0,3.0,0.40292738627721447,0.020016908645629883
1299,4.0,3.0,0.47874162949223653,0.01574873924255371
1300,4.0,3.0,0.3937040113146354,0.01584482192993164
1301,4.0,3.0,0.3720503275975189,0.01501011848449707
1302,4.0,3.0,0.45941558165929325,0.015442132949829102
1303,4.0,3.0,0.4769270075752261,0.015811920166015625
1304,4.0,3.0,0.4063789968591977,0.07373380661010742
1305,4.0,3.0,0.4288637317146003,0.019756078720092773
1306,4.0,3.0,0.4504032673910069,0.015552997589111328
1307,4.0,3.0,0.3599149632105748,0.015423059463500977
1308,4.0,3.0,0.47840708068901316,0.015100955963134766
1309,4.0,3.0,0.41513919881477196,0.015253067016601562
1310,4.0,3.0,0.34621258880833566,0.017895936965942383
1311,4.0,3.0,0.43248121153788716,0.01866316795349121
1312,4.0,3.0,0.3664802833596755,0.01646900177001953
1313,4.0,3.0,0.4370514634302111,0.01711416244506836
1314,4.0,3.0,0.39255525700609045,0.015408754348754883
1315,4.0,3.0,0.4739864337009702,0.017335176467895508
1316,4.0,3.0,0.4555641935348935,0.015477895736694336
1317,4.0,3.0,0.4114165930305061,0.01599907875061035
1318,4.0,3.0,0.35237024269871003,0.017110824584960938
1319,4.0,3.0,0.3925501639169769,0.01577019691467285
1320,5.0,3.0,0.5073282150416366,0.0222928524017334
1321,5.0,3.0,0.5391230474438565,0.022034883499145508
1322,5.0,3.0,0.4962381451511057,0.01766681671142578
1323,5.0,3.0,0.41291108834307877,0.021664857864379883
1324,5.0,3.0,0.5161988223096029,0.01704692840576172
1325,5.0,3.0,0.40385747068777167,0.01342630386352539
1326,5.0,3.0,0.4948073887890422,0.027657032012939453
1327,5.0,3.0,0.5067569152951583,0.01938486099243164
1328,5.0,3.0,0.44371746185800004,0.01673603057861328
1329,5.0,3.0,0.41889029351258994,0.02075481414794922
1330,5.0,3.0,0.43937763904703064,0.01702713966369629
1331,5.0,3.0,0.44364299768628973,0.02343297004699707
1332,5.0,3.0,0.4208988395667943,0.026144981384277344
1333,5.0,3.0,0.4105312839917324,0.026202917098999023
1334,5.0,3.0,0.43496647178628595,0.027737855911254883
1335,5.0,3.0,0.39596798942488987,0.02663874626159668
1336,5.0,3.0,0.46272275591715506,0.017251014709472656
1337,5.0,3.0,0.4094521083169622,0.023857831954956055
1338,5.0,3.0,0.5081150101874617,0.016237974166870117
1339,5.0,3.0,0.5065026888115971,0.014159917831420898
1340,5.0,3.0,0.4649630470932814,0.01650214195251465
1341,5.0,3.0,0.5022805181402908,0.016310930252075195
1342,5.0,3.0,0.44021050956131724,0.021125078201293945
1343,5.0,3.0,0.4434191887063203,0.017004013061523438
1344,5.0,3.0,0.4153027034960181,0.01627802848815918
1345,5.0,3.0,0.5310841983028358,0.01664900779724121
1346,5.0,3.0,0.3811184141563808,0.021137237548828125
1347,5.0,3.0,0.4856608512425064,0.02431797981262207
1348,5.0,3.0,0.5059530761784834,0.06737208366394043
1349,5.0,3.0,0.4870777991371317,0.026665925979614258
1350,6.0,3.0,0.5210121117640594,0.02299809455871582
1351,6.0,3.0,0.4388595949777126,0.05569100379943848
1352,6.0,3.0,0.5000555083105568,0.021058082580566406
1353,6.0,3.0,0.5586390301091457,0.0181429386138916
1354,6.0,3.0,0.5141119740546904,0.019528865814208984
1355,6.0,3.0,0.4462559280848893,0.016299962997436523
1356,6.0,3.0,0.6112662907306053,0.014969110488891602
1357,6.0,3.0,0.5171529706225209,0.019719839096069336
1358,6.0,3.0,0.46733988270428584,0.018337011337280273
1359,6.0,3.0,0.5704917749782644,0.01609015464782715
1360,6.0,3.0,0.45814158030666635,0.01689767837524414
1361,6.0,3.0,0.497755194133953,0.023530006408691406
1362,6.0,3.0,0.48121258293472297,0.025156259536743164
1363,6.0,3.0,0.5198812968282444,0.022117137908935547
1364,6.0,3.0,0.4612693614067784,0.015188217163085938
1365,6.0,3.0,0.45431722422731247,0.017411231994628906
1366,6.0,3.0,0.4996779829471777,0.016508817672729492
1367,6.0,3.0,0.5761543558391637,0.01973700523376465
1368,6.0,3.0,0.4903080418172239,0.03549313545227051
1369,6.0,3.0,0.4770360473188273,0.01801013946533203
1370,6.0,3.0,0.503923102088762,0.01783299446105957
1371,6.0,3.0,0.49069276922758803,0.023429155349731445
1372,6.0,3.0,0.39139759986651446,0.02165389060974121
1373,6.0,3.0,0.4653615245090142,0.05029606819152832
1374,6.0,3.0,0.5105798213855579,0.026826858520507812
1375,6.0,3.0,0.47479175395289747,0.025658845901489258
1376,6.0,3.0,0.4701510228443812,0.019491195678710938
1377,6.0,3.0,0.3706513061057543,0.02938532829284668
1378,6.0,3.0,0.4555151616150696,0.029187917709350586
1379,6.0,3.0,0.49754063648625774,0.017729759216308594
1380,7.0,3.0,0.4802626800576639,0.027547121047973633
1381,7.0,3.0,0.49815208399120586,0.030975818634033203
1382,7.0,3.0,0.5787616553871366,0.04965806007385254
1383,7.0,3.0,0.501104097021154,0.03480696678161621
1384,7.0,3.0,0.5071263081110775,0.025197744369506836
1385,7.0,3.0,0.4557495804024381,0.016923904418945312
1386,7.0,3.0,0.48533549245833374,0.0246429443359375
1387,7.0,3.0,0.45973449173439945,0.030562162399291992
1388,7.0,3.0,0.513376304926463,0.047367095947265625
1389,7.0,3.0,0.5494372329645938,0.030331134796142578
1390,7.0,3.0,0.5275223098850242,0.02922797203063965
1391,7.0,3.0,0.48600043106134705,0.03360724449157715
1392,7.0,3.0,0.444681944983608,0.026791095733642578
1393,7.0,3.0,0.46350892001733307,0.01822686195373535
1394,7.0,3.0,0.48314264987566286,0.03027510643005371
1395,7.0,3.0,0.4626248339421942,0.024698972702026367
1396,7.0,3.0,0.5102498687642396,0.024992942810058594
1397,7.0,3.0,0.5227212297559347,0.033648014068603516
1398,7.0,3.0,0.5231057143246317,0.029342174530029297
1399,7.0,3.0,0.47500937994686004,0.019697904586791992
1400,7.0,3.0,0.5742055344759331,0.022189855575561523
1401,7.0,3.0,0.5035578522445268,0.01948070526123047
1402,7.0,3.0,0.5117746119914298,0.017700910568237305
1403,7.0,3.0,0.4717556527317551,0.0319211483001709
1404,7.0,3.0,0.41542721338110755,0.0331730842590332
1405,7.0,3.0,0.5031679876352305,0.03745102882385254
1406,7.0,3.0,0.47600094601097653,0.03869009017944336
1407,7.0,3.0,0.4913047123147503,0.022914886474609375
1408,7.0,3.0,0.5571625420523707,0.017777204513549805
1409,7.0,3.0,0.5303897497764696,0.02229905128479004
1410,8.0,3.0,0.5853379220433117,0.026352882385253906
1411,8.0,3.0,0.4875422542648708,0.026540756225585938
1412,8.0,3.0,0.5132104472664257,0.02255105972290039
1413,8.0,3.0,0.5640959112431125,0.026041030883789062
1414,8.0,3.0,0.6672923779798348,0.026304006576538086
1415,8.0,3.0,0.4904935053676096,0.12198877334594727
1416,8.0,3.0,0.5313485624597315,0.022474050521850586
1417,8.0,3.0,0.4984324281902253,0.030476093292236328
1418,8.0,3.0,0.6052296107950862,0.0226900577545166
1419,8.0,3.0,0.4731719888246703,0.028648853302001953
1420,8.0,3.0,0.5599374790526109,0.0245208740234375
1421,8.0,3.0,0.4738713109925019,0.04003190994262695
1422,8.0,3.0,0.48962397833495935,0.017161130905151367
1423,8.0,3.0,0.43630015948170997,0.025011301040649414
1424,8.0,3.0,0.4968114984720885,0.019969940185546875
1425,8.0,3.0,0.47583555483356355,0.030219078063964844
1426,8.0,3.0,0.5596863008530911,0.019469022750854492
1427,8.0,3.0,0.5031044978054365,0.04561805725097656
1428,8.0,3.0,0.5574159454635195,0.03213214874267578
1429,8.0,3.0,0.5072259461595181,0.025454998016357422
1430,8.0,3.0,0.6821832498773753,0.01833200454711914
1431,8.0,3.0,0.6863950561363039,0.01792120933532715
1432,8.0,3.0,0.5524838619431688,0.03592514991760254
1433,8.0,3.0,0.4530124190028879,0.01778697967529297
1434,8.0,3.0,0.7137152603778507,0.01637411117553711
1435,8.0,3.0,0.5995317868484497,0.018358707427978516
1436,8.0,3.0,0.4456572480363109,0.024860858917236328
1437,8.0,3.0,0.44022698821270967,0.019212007522583008
1438,8.0,3.0,0.5896738259927495,0.01878499984741211
1439,8.0,3.0,0.47349618642317426,0.03150486946105957
1440,9.0,3.0,0.598993975939953,0.021752119064331055
1441,9.0,3.0,0.48310408087296025,0.020115137100219727
1442,9.0,3.0,0.5285077912752312,0.018761873245239258
1443,9.0,3.0,0.5121436191935387,0.01999378204345703
1444,9.0,3.0,0.5575278705347766,0.0380702018737793
1445,9.0,3.0,0.5041583205133858,0.020591020584106445
1446,9.0,3.0,0.5115620679634104,0.014861106872558594
1447,9.0,3.0,0.5275130199221935,0.020485877990722656
1448,9.0,3.0,0.5275268163839542,0.02050185203552246
1449,9.0,3.0,0.6478068385932653,0.016210079193115234
1450,9.0,3.0,0.624666607650479,0.017685890197753906
1451,9.0,3.0,0.6113414563297943,0.017345190048217773
1452,9.0,3.0,0.6755248955333181,0.016863107681274414
1453,9.0,3.0,0.5116581355035325,0.03763890266418457
1454,9.0,3.0,0.580249242463453,0.018004894256591797
1455,9.0,3.0,0.5660718354836265,0.02090907096862793
1456,9.0,3.0,0.45163778610616706,0.01960277557373047
1457,9.0,3.0,0.5670892650756276,0.020411252975463867
1458,9.0,3.0,0.49766170014416733,0.01888298988342285
1459,9.0,3.0,0.6118216657391726,0.020702362060546875
1460,9.0,3.0,0.5360541285154852,0.021041154861450195
1461,9.0,3.0,0.5209577494728823,0.02183818817138672
1462,9.0,3.0,0.4222425624473638,0.035228729248046875
1463,9.0,3.0,0.5725396724536973,0.0215911865234375
1464,9.0,3.0,0.6031987515819665,0.02712392807006836
1465,9.0,3.0,0.4539467673863163,0.024110078811645508
1466,9.0,3.0,0.623535285594751,0.033696889877319336
1467,9.0,3.0,0.6250469600564171,0.045001983642578125
1468,9.0,3.0,0.50555343769293,0.020206212997436523
1469,9.0,3.0,0.5107883732771321,0.028531789779663086
1470,10.0,3.0,0.5244465483418289,0.03551006317138672
1471,10.0,3.0,0.5114410444121045,0.035340070724487305
1472,10.0,3.0,0.47971982716933725,0.04086184501647949
1473,10.0,3.0,0.543242220401063,0.019715070724487305
1474,10.0,3.0,0.6244267230322804,0.02388906478881836
1475,10.0,3.0,0.6647569986468618,0.021387815475463867
1476,10.0,3.0,0.6014873201613001,0.020170211791992188
1477,10.0,3.0,0.5253245663454962,0.01813197135925293
1478,10.0,3.0,0.5917673460176199,0.024058818817138672
1479,10.0,3.0,0.48694332525258494,0.03455209732055664
1480,10.0,3.0,0.48859261574378976,0.04181027412414551
1481,10.0,3.0,0.5436283698100315,0.026413917541503906
1482,10.0,3.0,0.5534805879193212,0.026974916458129883
1483,10.0,3.0,0.5129294109627682,0.021147727966308594
1484,10.0,3.0,0.529185519955058,0.09218096733093262
1485,10.0,3.0,0.5427842099660334,0.02416706085205078
1486,10.0,3.0,0.5097070888497658,0.035897016525268555
1487,10.0,3.0,0.5195071995265396,0.02124500274658203
1488,10.0,3.0,0.5760548378846613,0.019920825958251953
1489,10.0,3.0,0.4736904427900278,0.026075124740600586
1490,10.0,3.0,0.5685644278928061,0.025003671646118164
1491,10.0,3.0,0.5480480616106419,0.02280116081237793
1492,10.0,3.0,0.482901014785523,0.025801897048950195
1493,10.0,3.0,0.4754960169475433,0.021907806396484375
1494,10.0,3.0,0.5318036135036803,0.018390893936157227
1495,10.0,3.0,0.6137775990833911,0.017368078231811523
1496,10.0,3.0,0.5385015585441516,0.023470163345336914
1497,10.0,3.0,0.5914549072415388,0.032311201095581055
1498,10.0,3.0,0.5609618194862718,0.044422149658203125
1499,10.0,3.0,0.5463157439473564,0.023520946502685547
1500,11.0,3.0,0.6890929912818582,0.020820140838623047
1501,11.0,3.0,0.575238353461544,0.02663707733154297
1502,11.0,3.0,0.5290556111461167,0.039238929748535156
1503,11.0,3.0,0.5210916290524823,0.023974895477294922
1504,11.0,3.0,0.5296046363056502,0.02328205108642578
1505,11.0,3.0,0.5567179552513225,0.027421951293945312
1506,11.0,3.0,0.741536243863647,0.019807100296020508
1507,11.0,3.0,0.5575689663990168,0.02976393699645996
1508,11.0,3.0,0.6487143582535609,0.0218350887298584
1509,11.0,3.0,0.5885192338779867,0.01740574836730957
1510,11.0,3.0,0.5130642347193108,0.02209925651550293
1511,11.0,3.0,0.5792577608690573,0.01842784881591797
1512,11.0,3.0,0.4639517980611541,0.04069375991821289
1513,11.0,3.0,0.6180297352922891,0.014569997787475586
1514,11.0,3.0,0.6678684178393313,0.02277088165283203
1515,11.0,3.0,0.6068590076527056,0.026749849319458008
1516,11.0,3.0,0.5893054561166589,0.0240938663482666
1517,11.0,3.0,0.5760571471969611,0.02019500732421875
1518,11.0,3.0,0.5284394290625115,0.02923297882080078
1519,11.0,3.0,0.6090038928905877,0.021625995635986328
1520,11.0,3.0,0.475390336168545,0.01999497413635254
1521,11.0,3.0,0.6113137558525994,0.027077913284301758
1522,11.0,3.0,0.5254501767267129,0.022801876068115234
1523,11.0,3.0,0.5361330852323036,0.019528865814208984
1524,11.0,3.0,0.6128493264712749,0.0324101448059082
1525,11.0,3.0,0.4771312532520587,0.022676944732666016
1526,11.0,3.0,0.6104189103550047,0.04741096496582031
1527,11.0,3.0,0.5350946822710912,0.03297734260559082
1528,11.0,3.0,0.689555293006818,0.02401590347290039
1529,11.0,3.0,0.5976981099746087,0.020282268524169922
1530,12.0,3.0,0.6064649503956469,0.022181272506713867
1531,12.0,3.0,0.5062212596809182,0.04141712188720703
1532,12.0,3.0,0.646224860992661,0.022004127502441406
1533,12.0,3.0,0.6234719983414366,0.021209001541137695
1534,12.0,3.0,0.5400286363375157,0.029588937759399414
1535,12.0,3.0,0.6160983822989133,0.02912282943725586
1536,12.0,3.0,0.5404632874548807,0.026353836059570312
1537,12.0,3.0,0.541779217814732,0.026641845703125
1538,12.0,3.0,0.5629294142454901,0.02799081802368164
1539,12.0,3.0,0.48454508274560654,0.029035091400146484
1540,12.0,3.0,0.5257866434256362,0.02491903305053711
1541,12.0,3.0,0.5617257249862674,0.028257131576538086
1542,12.0,3.0,0.5388538500756027,0.029450178146362305
1543,12.0,3.0,0.5444105164074708,0.028480052947998047
1544,12.0,3.0,0.6480392113554212,0.021611928939819336
1545,12.0,3.0,0.5072714912898114,0.04514575004577637
1546,12.0,3.0,0.5566923317605885,0.02529120445251465
1547,12.0,3.0,0.5700717021657062,0.026231765747070312
1548,12.0,3.0,0.531143812010913,0.03809523582458496
1549,12.0,3.0,0.5993773579261269,0.025671958923339844
1550,12.0,3.0,0.6167090946661696,0.03228116035461426
1551,12.0,3.0,0.5217441232129988,0.026715755462646484
1552,12.0,3.0,0.5722561045399511,0.025268077850341797
1553,12.0,3.0,0.4664854036528818,0.02872014045715332
1554,12.0,3.0,0.5022952420093274,0.03192496299743652
1555,12.0,3.0,0.5947663853583263,0.15265989303588867
1556,12.0,3.0,0.6800493011079247,0.02574920654296875
1557,12.0,3.0,0.6146642307908486,0.022928953170776367
1558,12.0,3.0,0.5007101449849699,0.026803016662597656
1559,12.0,3.0,0.5191989203795415,0.04811596870422363
1560,13.0,3.0,0.5921222940385212,0.022875070571899414
1561,13.0,3.0,0.5455242401954722,0.039201974868774414
1562,13.0,3.0,0.610985380250533,0.035330772399902344
1563,13.0,3.0,0.6411706227826998,0.023630142211914062
1564,13.0,3.0,0.5509084201004617,0.10762977600097656
1565,13.0,3.0,0.6330987449517724,0.05431413650512695
1566,13.0,3.0,0.5382764926407272,0.03181886672973633
1567,13.0,3.0,0.5097871313512943,0.030050039291381836
1568,13.0,3.0,0.5323259974749159,0.023796796798706055
1569,13.0,3.0,0.6326281665761327,0.025722742080688477
1570,13.0,3.0,0.6100606031860671,0.023089885711669922
1571,13.0,3.0,0.5547427350543744,0.04000210762023926
1572,13.0,3.0,0.6387811054306671,0.02754807472229004
1573,13.0,3.0,0.6221982293542613,0.02625727653503418
1574,13.0,3.0,0.5465079169759072,0.05036783218383789
1575,13.0,3.0,0.7070246503505434,0.021273136138916016
1576,13.0,3.0,0.5501090694940275,0.024219751358032227
1577,13.0,3.0,0.5226097488866537,0.029117345809936523
1578,13.0,3.0,0.622049438964907,0.024026870727539062
1579,13.0,3.0,0.603137331903727,0.052369117736816406
1580,13.0,3.0,0.5428422442625058,0.02203369140625
1581,13.0,3.0,0.5211133514830104,0.03743910789489746
1582,13.0,3.0,0.5644722891990124,0.03115105628967285
1583,13.0,3.0,0.5334704822099707,0.022259235382080078
1584,13.0,3.0,0.5213352784552675,0.032357215881347656
1585,13.0,3.0,0.5610487319186374,0.02351999282836914
1586,13.0,3.0,0.5230017495634709,0.02474188804626465
1587,13.0,3.0,0.580544503808409,0.021003007888793945
1588,13.0,3.0,0.6437197406704592,0.026587963104248047
1589,13.0,3.0,0.5439674117644436,0.02748703956604004
1590,14.0,3.0,0.6214166909721659,0.02365899085998535
1591,14.0,3.0,0.5372181241476998,0.026693105697631836
1592,14.0,3.0,0.5061276738805686,0.030571937561035156
1593,14.0,3.0,0.5505785161954045,0.039072275161743164
1594,14.0,3.0,0.5031598155552016,0.026957035064697266
1595,14.0,3.0,0.5594061115206633,0.021358251571655273
1596,14.0,3.0,0.7542521131762765,0.02094125747680664
1597,14.0,3.0,0.5552667547032686,0.02367401123046875
1598,14.0,3.0,0.5885261642283952,0.030785799026489258
1599,14.0,3.0,0.5660746068725516,0.022305011749267578
1600,14.0,3.0,0.6038250380558543,0.026452064514160156
1601,14.0,3.0,0.6347675719812125,0.024819135665893555
1602,14.0,3.0,0.6420770469992322,0.024732112884521484
1603,14.0,3.0,0.6785195984891361,0.021768808364868164
1604,14.0,3.0,0.5129588045579714,0.030126094818115234
1605,14.0,3.0,0.5254110457182406,0.03801298141479492
1606,14.0,3.0,0.600766404921051,0.025734901428222656
1607,14.0,3.0,0.5617715331654084,0.04561209678649902
1608,14.0,3.0,0.5785192995109352,0.032922983169555664
1609,14.0,3.0,0.594821236160279,0.025279998779296875
1610,14.0,3.0,0.6160758234233749,0.05190300941467285
1611,14.0,3.0,0.5616522050004523,0.04060792922973633
1612,14.0,3.0,0.6326335868215563,0.02713775634765625
1613,14.0,3.0,0.5672896123744697,0.03530716896057129
1614,14.0,3.0,0.5931193471934991,0.03293299674987793
1615,14.0,3.0,0.5827329522737431,0.021345138549804688
1616,14.0,3.0,0.6236597257049958,0.03223395347595215
1617,14.0,3.0,0.5419961425272981,0.024062395095825195
1618,14.0,3.0,0.5285357150409311,0.03536200523376465
1619,14.0,3.0,0.633254871278589,0.030459880828857422
1620,15.0,3.0,0.5362543338127735,0.025046110153198242
1621,15.0,3.0,0.547237014228439,0.033814191818237305
1622,15.0,3.0,0.5129368261364067,0.02613091468811035
1623,15.0,3.0,0.5396992748901759,0.028537988662719727
1624,15.0,3.0,0.6349367628369874,0.030148983001708984
1625,15.0,3.0,0.5918775721024652,0.03013300895690918
1626,15.0,3.0,0.6130106907202769,0.03340792655944824
1627,15.0,3.0,0.6072008004799587,0.019404888153076172
1628,15.0,3.0,0.5060163837028916,0.04054594039916992
1629,15.0,3.0,0.6054968900845722,0.0257108211517334
1630,15.0,3.0,0.596363570844633,0.028957128524780273
1631,15.0,3.0,0.7070973095792491,0.041094303131103516
1632,15.0,3.0,0.5306624779935878,0.06148576736450195
1633,15.0,3.0,0.5588892825354554,0.025516986846923828
1634,15.0,3.0,0.553877744699667,0.024214982986450195
1635,15.0,3.0,0.6161375595743883,0.03126692771911621
1636,15.0,3.0,0.5544493349434804,0.024431943893432617
1637,15.0,3.0,0.5548645286008512,0.031271934509277344
1638,15.0,3.0,0.7386764446457447,0.02293086051940918
1639,15.0,3.0,0.5092710993150918,0.03643012046813965
1640,15.0,3.0,0.7151310982110141,0.023538827896118164
1641,15.0,3.0,0.6164790709037916,0.030205249786376953
1642,15.0,3.0,0.745237523830162,0.021214962005615234
1643,15.0,3.0,0.5968001854228703,0.025676965713500977
1644,15.0,3.0,0.5874839792789036,0.028118133544921875
1645,15.0,3.0,0.5398444695214185,0.029047012329101562
1646,15.0,3.0,0.5719922149457657,0.059996843338012695
1647,15.0,3.0,0.5994425293606448,0.023784875869750977
1648,15.0,3.0,0.591185160699537,0.031200885772705078
1649,15.0,3.0,0.7248294583496471,0.027504920959472656
1650,16.0,3.0,0.6127162807751847,0.044631004333496094
1651,16.0,3.0,0.6707957838811272,0.04053974151611328
1652,16.0,3.0,0.6592540610571167,0.04848003387451172
1653,16.0,3.0,0.5663548234276826,0.050572872161865234
1654,16.0,3.0,0.5589443857798859,0.03915977478027344
1655,16.0,3.0,0.6002932650312345,0.03734302520751953
1656,16.0,3.0,0.6496594065173363,0.02997875213623047
1657,16.0,3.0,0.7116059467472958,0.03632402420043945
1658,16.0,3.0,0.5805211747942497,0.0339970588684082
1659,16.0,3.0,0.6014496457413143,0.02983689308166504
1660,16.0,3.0,0.6039847291433389,0.03427410125732422
1661,16.0,3.0,0.7143753636234157,0.024676084518432617
1662,16.0,3.0,0.7341871315411612,0.025703907012939453
1663,16.0,3.0,0.5825197201710364,0.03700900077819824
1664,16.0,3.0,0.5302717024765801,0.03919100761413574
1665,16.0,3.0,0.6197209945500126,0.022376298904418945
1666,16.0,3.0,0.5760143819112553,0.03567981719970703
1667,16.0,3.0,0.6039642021156488,0.04759407043457031
1668,16.0,3.0,0.563411600543812,0.0357661247253418
1669,16.0,3.0,0.4855141251225625,0.034273624420166016
1670,16.0,3.0,0.5644074334933467,0.025259017944335938
1671,16.0,3.0,0.5295923601256475,0.10113215446472168
1672,16.0,3.0,0.5963661859004281,0.022268056869506836
1673,16.0,3.0,0.5446616485154072,0.029494762420654297
1674,16.0,3.0,0.5375590424896105,0.03442883491516113
1675,16.0,3.0,0.5733855053207982,0.031036853790283203
1676,16.0,3.0,0.6073076695164298,0.028203964233398438
1677,16.0,3.0,0.5782497176617908,0.037551164627075195
1678,16.0,3.0,0.5813283086249913,0.045702219009399414
1679,16.0,3.0,0.6335206504693596,0.024957895278930664
1680,17.0,3.0,0.5615494775332003,0.039190053939819336
1681,17.0,3.0,0.608385964489557,0.05657005310058594
1682,17.0,3.0,0.580611406468993,0.04987692832946777
1683,17.0,3.0,0.5757052392460128,0.04103398323059082
1684,17.0,3.0,0.6948227467887068,0.0343320369720459
1685,17.0,3.0,0.7940771581502473,0.027467966079711914
1686,17.0,3.0,0.5644113350850487,0.05256009101867676
1687,17.0,3.0,0.6754933599255191,0.03470277786254883
1688,17.0,3.0,0.5855626959088649,0.03475379943847656
1689,17.0,3.0,0.6049147496180663,0.04087495803833008
