,Number of People,Number of Items,Optimal P-Envy,Wall Clock Time
444,15.0,1.0,1.0,0.010187864303588867
445,15.0,1.0,1.0,0.009352922439575195
446,15.0,1.0,1.0,0.009414911270141602
447,15.0,1.0,1.0,0.009801149368286133
448,15.0,1.0,1.0,0.009715080261230469
449,15.0,1.0,1.0,0.010286092758178711
450,16.0,1.0,1.0,0.009887933731079102
451,16.0,1.0,1.0,0.010120868682861328
452,16.0,1.0,1.0,0.010376930236816406
453,16.0,1.0,1.0,0.009578943252563477
454,16.0,1.0,1.0,0.009794950485229492
455,16.0,1.0,1.0,0.00921010971069336
456,16.0,1.0,1.0,0.010105133056640625
457,16.0,1.0,1.0,0.009828805923461914
458,16.0,1.0,1.0,0.009281158447265625
459,16.0,1.0,1.0,0.010317802429199219
460,16.0,1.0,1.0,0.009725093841552734
461,16.0,1.0,1.0,0.010123729705810547
462,16.0,1.0,1.0,0.010331153869628906
463,16.0,1.0,1.0,0.00983881950378418
464,16.0,1.0,1.0,0.010038137435913086
465,16.0,1.0,1.0,0.010201215744018555
466,16.0,1.0,1.0,0.009862899780273438
467,16.0,1.0,1.0,0.010601997375488281
468,16.0,1.0,1.0,0.010430097579956055
469,16.0,1.0,1.0,0.010102987289428711
470,16.0,1.0,1.0,0.00996708869934082
471,16.0,1.0,1.0,0.009505748748779297
472,16.0,1.0,1.0,0.009645223617553711
473,16.0,1.0,1.0,0.010033130645751953
474,16.0,1.0,1.0,0.01162099838256836
475,16.0,1.0,1.0,0.008824825286865234
476,16.0,1.0,1.0,0.010818004608154297
477,16.0,1.0,1.0,0.009608983993530273
478,16.0,1.0,1.0,0.010849952697753906
479,16.0,1.0,1.0,0.011960029602050781
480,17.0,1.0,1.0,0.011250972747802734
481,17.0,1.0,1.0,0.010171175003051758
482,17.0,1.0,1.0,0.009959220886230469
483,17.0,1.0,1.0,0.009942054748535156
484,17.0,1.0,1.0,0.011076211929321289
485,17.0,1.0,1.0,0.010195016860961914
486,17.0,1.0,1.0,0.008848190307617188
487,17.0,1.0,1.0,0.00962209701538086
488,17.0,1.0,1.0,0.010608911514282227
489,17.0,1.0,1.0,0.00996708869934082
490,17.0,1.0,1.0,0.009602069854736328
491,17.0,1.0,1.0,0.00962686538696289
492,17.0,1.0,1.0,0.00944828987121582
493,17.0,1.0,1.0,0.010103225708007812
494,17.0,1.0,1.0,0.00924992561340332
495,17.0,1.0,1.0,0.009997129440307617
496,17.0,1.0,1.0,0.010675907135009766
497,17.0,1.0,1.0,0.009442806243896484
498,17.0,1.0,1.0,0.010741949081420898
499,17.0,1.0,1.0,0.010210037231445312
500,17.0,1.0,1.0,0.00954294204711914
501,17.0,1.0,1.0,0.009865045547485352
502,17.0,1.0,1.0,0.010349035263061523
503,17.0,1.0,1.0,0.00962209701538086
504,17.0,1.0,1.0,0.013630151748657227
505,17.0,1.0,1.0,0.011020898818969727
506,17.0,1.0,1.0,0.009299278259277344
507,17.0,1.0,1.0,0.010252952575683594
508,17.0,1.0,1.0,0.009721994400024414
509,17.0,1.0,1.0,0.009541988372802734
510,18.0,1.0,1.0,0.010140180587768555
511,18.0,1.0,1.0,0.010357856750488281
512,18.0,1.0,1.0,0.009786844253540039
513,18.0,1.0,1.0,0.010583877563476562
514,18.0,1.0,1.0,0.009901046752929688
515,18.0,1.0,1.0,0.009869098663330078
516,18.0,1.0,1.0,0.010374784469604492
517,18.0,1.0,1.0,0.00966191291809082
518,18.0,1.0,1.0,0.011628150939941406
519,18.0,1.0,1.0,0.010530948638916016
520,18.0,1.0,1.0,0.009652853012084961
521,18.0,1.0,1.0,0.010503053665161133
522,18.0,1.0,1.0,0.00991511344909668
523,18.0,1.0,1.0,0.010426998138427734
524,18.0,1.0,1.0,0.013460874557495117
525,18.0,1.0,1.0,0.012767791748046875
526,18.0,1.0,1.0,0.011658906936645508
527,18.0,1.0,1.0,0.009125947952270508
528,18.0,1.0,1.0,0.010588884353637695
529,18.0,1.0,1.0,0.010298013687133789
530,18.0,1.0,1.0,0.010141134262084961
531,18.0,1.0,1.0,0.010538101196289062
532,18.0,1.0,1.0,0.011363029479980469
533,18.0,1.0,1.0,0.014317989349365234
534,18.0,1.0,1.0,0.011572837829589844
535,18.0,1.0,1.0,0.01019430160522461
536,18.0,1.0,1.0,0.010084152221679688
537,18.0,1.0,1.0,0.010712862014770508
538,18.0,1.0,1.0,0.010527849197387695
539,18.0,1.0,1.0,0.009792804718017578
540,19.0,1.0,1.0,0.010497093200683594
541,19.0,1.0,1.0,0.01106405258178711
542,19.0,1.0,1.0,0.0108489990234375
543,19.0,1.0,1.0,0.011199951171875
544,19.0,1.0,1.0,0.011132240295410156
545,19.0,1.0,1.0,0.010336160659790039
546,19.0,1.0,1.0,0.011390209197998047
547,19.0,1.0,1.0,0.011083841323852539
548,19.0,1.0,1.0,0.010356903076171875
549,19.0,1.0,1.0,0.010529041290283203
550,19.0,1.0,1.0,0.010995864868164062
551,19.0,1.0,1.0,0.010719060897827148
552,19.0,1.0,1.0,0.010754108428955078
553,19.0,1.0,1.0,0.011384963989257812
554,19.0,1.0,1.0,0.010274171829223633
555,19.0,1.0,1.0,0.01236104965209961
556,19.0,1.0,1.0,0.010491132736206055
557,19.0,1.0,1.0,0.010369062423706055
558,19.0,1.0,1.0,0.010014057159423828
559,19.0,1.0,1.0,0.009942054748535156
560,19.0,1.0,1.0,0.010419845581054688
561,19.0,1.0,1.0,0.010759115219116211
562,19.0,1.0,1.0,0.010931253433227539
563,19.0,1.0,1.0,0.013588905334472656
564,19.0,1.0,1.0,0.010167121887207031
565,19.0,1.0,1.0,0.010676860809326172
566,19.0,1.0,1.0,0.010136604309082031
567,19.0,1.0,1.0,0.010258913040161133
568,19.0,1.0,1.0,0.010513782501220703
569,19.0,1.0,1.0,0.009511709213256836
570,20.0,1.0,1.0,0.01065516471862793
571,20.0,1.0,1.0,0.011233091354370117
572,20.0,1.0,1.0,0.010952949523925781
573,20.0,1.0,1.0,0.011054039001464844
574,20.0,1.0,1.0,0.011035919189453125
575,20.0,1.0,1.0,0.01075124740600586
576,20.0,1.0,1.0,0.010827064514160156
577,20.0,1.0,1.0,0.011166810989379883
578,20.0,1.0,1.0,0.01096963882446289
579,20.0,1.0,1.0,0.010740995407104492
580,20.0,1.0,1.0,0.011276006698608398
581,20.0,1.0,1.0,0.01102304458618164
582,20.0,1.0,1.0,0.010109901428222656
583,20.0,1.0,1.0,0.011698246002197266
584,20.0,1.0,1.0,0.01090693473815918
585,20.0,1.0,1.0,0.01094198226928711
586,20.0,1.0,1.0,0.011065006256103516
587,20.0,1.0,1.0,0.011577844619750977
588,20.0,1.0,1.0,0.010019063949584961
589,20.0,1.0,1.0,0.011490106582641602
590,20.0,1.0,1.0,0.010348081588745117
591,20.0,1.0,1.0,0.010936737060546875
592,20.0,1.0,1.0,0.012761831283569336
593,20.0,1.0,1.0,0.01226496696472168
594,20.0,1.0,1.0,0.011080265045166016
595,20.0,1.0,1.0,0.010310173034667969
596,20.0,1.0,1.0,0.012063980102539062
597,20.0,1.0,1.0,0.011024951934814453
598,20.0,1.0,1.0,0.011245012283325195
599,20.0,1.0,1.0,0.011339902877807617
